index,Mountain,Metres,Feet,Range,Location and notes
173,Mount Taranaki/Egmont,2518.0,8261.0,,New Zealand
174,Garfield Peak,2512.0,8241.0,,"Wyoming, US"
175,Mount Joern,2510.0,8230.0,,Antarctica
176,Mount Veniaminof,2507.0,8225.0,,"Alaska, US"
177,Omu Peak,2505.0,8219.0,,Romania
178,Rysy,2501.0,8205.0,,"Tatras, Poland/Slovakia – Highest in Poland"
179,Mount Tymfi,2497.0,8192.0,,"Pindus, Greece"
180,Monte Velino,2487.0,8159.0,,Abruzzo Italy
181,Monte Vettore,2476.0,8123.0,,Abruzzo Italy
182,Špik,2472.0,8110.0,,"Julian Alps, Slovenia"
183,Luna Peak,2470.0,8100.0,,"British Columbia, Canada"
184,Galdhøpiggen,2469.0,8100.0,,Norway – Highest
185,Kanlaon,2465.0,8087.0,,"Negros Occidental and Negros Oriental, Philippines"
186,Glittertind,2464.0,8084.0,,Norway
187,El Capitan,2464.0,8084.0,,"Texas, US"
188,Shimbiris,2464.0,8084.0,,Somalia
189,Mayon,2463.0,8081.0,,"Albay, Philippines"
190,Monte Gorzano,2458.0,8064.0,,Abruzzo Italy
191,Mount Psiloritis,2456.0,8058.0,,"Crete, Greece"
192,Mount Pachnes (Lefka Ori),2453.0,8048.0,,"Crete, Greece"
193,Sulphur Mountain,2451.0,8041.0,,"Canadian Rockies, Canada"
194,Sunset Crater,2451.0,8041.0,,"Arizona, US"
195,Cima del Redentore (Sibillini Mountains),2448.0,8031.0,,"Marche–Umbria, Italy"
196,Triple Divide Peak,2444.0,8018.0,,"Montana, US"
197,Blackcomb Peak,2436.0,7992.0,,"Whistler BC, Canada"
198,Monte Binga,2436.0,7992.0,,"Manica, Mozambique"
199,Mount Olympus,2432.0,7979.0,,"Washington, US"
200,Peñalara,2430.0,7970.0,,Spain
201,Mesa de los Tres Reyes,2428.0,7966.0,,"Navarre, Spain – Highest point in Navarre"
202,Roque de los Muchachos,2426.0,7959.0,,"La Palma, Spain"
203,Mount Daniel,2426.0,7959.0,,"Washington, US"
204,Mount Murud,2423.0,7949.0,,"Kelabit Highlands, Sarawak, Malaysia – Highest mountain in Sarawak"
205,Mocho,2422.0,7946.0,,"Los Ríos Region, Chile"
206,Choshuenco,2415.0,7923.0,,"Los Ríos Region, Chile"
207,Grigna Settentrionale,2410.0,7910.0,,"Province of Lecco, Lombardy, Italy"
208,Ha Ling Peak,2408.0,7900.0,,"Canadian Rockies, Alberta, Canada"
209,Store Skagastølstind,2405.0,7890.0,,Norway
210,Hajla,2403.0,7884.0,,Kosovo
211,Le Tabor,2389.0,7838.0,,"Dauphine Alps, France"
212,Kirigalpottha,2388.0,7835.0,,Sri Lanka
213,Maglić,2386.0,7828.0,,Bosnia and Herzegovina – Highest in Bosnia and Herzegovina
214,Emory Peak,2385.0,7825.0,,"Texas, US"
215,Mount Cayley,2385.0,7825.0,,"British Columbia, Canada"
216,Mount Galwey,2377.0,7799.0,,"Canadian Rockies, Canada"
217,Botev Peak,2376.0,7795.0,,"Balkan Mountain, Bulgaria"
218,Mount Mulu,2376.0,7795.0,,"Gunung Mulu National Park, Sarawak, Malaysia"
219,Mount Deception,2374.0,7789.0,,"Washington, US"
220,Mount Aix,2367.0,7766.0,,"Washington, US"
221,Mount Karthala,2361.0,7746.0,,"Comoros, Indian Ocean"
222,Signal Mountain,2353.0,7720.0,,"Wyoming, US"
223,Mount Pico,2351.0,7713.0,,"Azores, Portugal – Highest in Portugal"
224,Grimming,2351.0,7713.0,,"Styria, Austria – Highest monolith in Europe"
225,Monte Sirente,2347.0,7700.0,,"Abruzzo, Italy"
226,Mount Blum,2340.0,7680.0,,"North Cascades, Washington State, US"
227,Mount Popomanaseu,2335.0,7661.0,,"Guadalcanal, Solomon Islands – Highest in Solomon Islands"
228,Monte Priora,2333.0,7654.0,,Marche Italy
229,Mount Prophet,2330.0,7640.0,,North Cascades
230,Mount Griggs,2317.0,7602.0,,"Alaska, US"
231,Mount Makarakomburu,2310.0,7580.0,,"Guadalcanal, Solomon Islands"
232,Lalla Khedidja,2308.0,7572.0,,"Djurdjura Mountains, Algeria"
233,Lavender Peak,2306.0,7566.0,,"British Columbia, Canada"
234,Mount Sir Allan MacNab,2297.0,7536.0,,"Premier Range, British Columbia, Canada"
235,Murree,2291.0,7516.0,,"Rawalpindi, Pakistan"
236,Cherni Vrah,2290.0,7510.0,,"Vitosha Mountain, Bulgaria"
237,Mount Karadağ,2288.0,7507.0,,Turkey
238,Druesberg,2282.0,7487.0,,"Alps, Switzerland"
239,Ineu Peak,2279.0,7477.0,,"Rodnei Mountains, Romanian Carpathian Mountains, Romania"
240,Mount Huye,2278.0,7474.0,,Rwanda
241,Bikku Bitti,2267.0,7438.0,,Libya – Second highest in country
242,Blue Mountains,2256.0,7402.0,,Jamaica – Highest in Country
243,Mount Dietz,2250.0,7380.0,,Antarctica
244,Sri Pada Mountain,2243.0,7359.0,,Sri Lanka
245,Mount John Laurie,2240.0,7350.0,,"Canadian Rockies, Alberta, Canada"
246,Red Butte,2232.0,7323.0,,"Arizona, US"
247,Čvrsnica,2228.0,7310.0,,"Herzegovina, BiH"
248,Mount Kosciuszko,2228.0,7310.0,,"Snowy Mountains, New South Wales, Australia – Highest on mainland"
249,Camoghe,2228.0,7310.0,,"Ticino, Switzerland"
250,Commonwealth Mountain,2225.0,7300.0,,"Nunavut, Canada"
251,Mount Chiginagak,2221.0,7287.0,,"Alaska, US"
252,Monte Terminillo,2217.0,7274.0,,"Lazio, Italy"
253,Slavyanka,2212.0,7257.0,,"Pirin Mountain, Bulgaria"
254,Mount Oxford (Nunavut),2210.0,7250.0,,"Nunavut, Canada"
255,Mount Townsend,2209.0,7247.0,,"Snowy Mountains, New South Wales, Australia – Second-highest on mainland"
256,Black Elk Peak,2207.0,7241.0,,"South Dakota, US – Highest in state"
257,Golden Hinde,2198.0,7211.0,,"#1 on Vancouver Island, British Columbia, Canada"
258,Mount Twynam,2196.0,7205.0,,"Snowy Mountains, New South Wales, Australia – Third-highest on mainland"
259,Elkhorn Mountain,2195.0,7201.0,,"Vancouver Island, British Columbia, Canada"
260,Mount Baldy,2192.0,7192.0,,"Alberta, Canada"
261,Golyam Perelik,2191.0,7188.0,,"Rhodope Mountains, Bulgaria"
262,Shiprock,2188.0,7178.0,,"New Mexico, US"
263,Mount Tahan,2187.0,7175.0,,"Tahan Range, Pahang, Malaysia – Highest in Peninsular Malaysia"
264,Grigna Meridionale,2184.0,7165.0,,"Province of Lecco, Lombardy, Italy"
265,Mount Korbu,2183.0,7162.0,,"Titiwangsa Mountains, Perak, Malaysia"
266,Mount Yong Belar,2180.0,7150.0,,"Perak, Malaysia"
267,Doi Chiang Dao,2175.0,7136.0,,Thailand
268,Galunggung,2168.0,7113.0,,Java
269,Levski Peak,2166.0,7106.0,,"Balkan Mountain, Bulgaria"
270,Monte Cimone,2165.0,7103.0,,"Emilia-Romagna, Italy"
271,Mount Hua,2155.0,7070.0,,"Shaanxi, China"
272,Mount Zulia,2149.0,7051.0,,Uganda
273,Carruthers Peak,2145.0,7037.0,,"Snowy Mountains, New South Wales, Australia"
274,Crna Glava,2139.0,7018.0,,"Bjelasica, Montenegro"
275,Mount Colonel Foster,2135.0,7005.0,,"Vancouver Island, British Columbia, Canada"
276,Roche à Perdrix,2135.0,7005.0,,"Fiddle Range, Canadian Rockies, Canada"
277,Kodaikanal,2133.0,6998.0,,"Tamil Nadu, India"
278,Pilatus,2132.0,6995.0,,Switzerland
279,Strmenica,2122.0,6962.0,,"Bjelasica, Montenegro"
280,Phu Soi Dao,2120.0,6960.0,,Thailand/Laos
281,Eagle Peak,2119.0,6952.0,,"Alaska, US"
282,Öræfajökull,2110.0,6920.0,,Iceland
283,Mount Benum,2107.0,6913.0,,Malaysia
284,Mogotón,2107.0,6913.0,,Nicaragua – Highest in Nicaragua
285,Kebnekaise,2097.0,6880.0,,Sweden
286,Rambler Peak,2092.0,6864.0,,"Vancouver Island, British Columbia, Canada"
287,Mount McBride,2083.0,6834.0,,"Vancouver Island, British Columbia, Canada"
288,Phou Khe,2079.0,6821.0,,Thailand/Laos
289,Schneeberg,2076.0,6811.0,,"Northern Limestone Alps, Austria"
290,Mount Tate,2068.0,6785.0,,"Snowy Mountains, New South Wales, Australia"
291,Bjelašnica,2067.0,6781.0,,"Sarajevo Canton, Bosnia and Herzegovina"
292,Kings Peak,2065.0,6775.0,,"Vancouver Island, British Columbia, Canada"
293,Hoverla,2061.0,6762.0,,Ukraine – Highest
294,Monte Miletto,2050.0,6730.0,,"Molise, Italy"
295,Lytton Mountain,2049.0,6722.0,,"British Columbia, Canada"
296,Mount Katmai,2047.0,6716.0,,"Alaska, US"
297,Mount Dimlang,2042.0,6699.0,,"Adamawa, Nigeria"
298,Mount Celeste,2041.0,6696.0,,"Vancouver Island, British Columbia, Canada"
299,Mount Mitchell,2037.0,6683.0,,"Yancey County, North Carolina, US Highest peak of the Appalachian Mountains Highest peak in mainland eastern North America"
300,Namunukula,2035.0,6677.0,,Sri Lanka
301,Pico do Barbado,2033.0,6670.0,,"Bahia, Brazil – Highest point in Bahia"
302,Mount Batu Brinchang,2032.0,6667.0,,"Cameron Highlands, Pahang/Perak, Malaysia"
303,Doi Mae Tho,2031.0,6663.0,,Thailand
304,Kuwohi,2025.0,6644.0,,"Great Smoky Mountains, Tennessee, US"
305,Mount Heng (Shanxi),2017.0,6617.0,,"Shanxi, China"
306,Kopaonik,2017.0,6617.0,,"Pančić's Peak, Serbia"
307,Alpe di Succiso,2017.0,6617.0,,Province of Reggio Emilia Italy
308,Kom,2016.0,6614.0,,"Balkan Mountain, Bulgaria"
309,Polar Bear Peak,2016.0,6614.0,,"Chugach Mountains, Alaska, US"
310,Mount Asgard,2015.0,6611.0,,"Baffin Mountains, Nunavut, Canada"
311,Mount Le Conte,2010.0,6590.0,,"Great Smoky Mountains, Tennessee, US"
0,Serra da Estrela,1993.0,6539.0,,Portugal
1,Mount Bogong,1986.0,6516.0,,Australia – Highest in Victoria
2,Mount Ishizuchi,1982.0,6503.0,,Japan – Tallest in Western Japan
3,Doi Phu Kha,1980.0,6500.0,,"Luang Prabang Range, Thailand"
4,Pizzo Carbonara,1979.0,6493.0,,Province of Palermo Sicily
5,Topo de Coroa,1979.0,6493.0,,Cape Verde
6,Mount Tongariro,1978.0,6490.0,,New Zealand
7,Iceberg Peak,1977.0,6486.0,,"Vancouver Island, British Columbia, Canada"
8,Pico Turquino,1975.0,6480.0,,Cuba – Highest point
9,El Piveto Mountain,1969.0,6460.0,,"Vancouver Island, British Columbia, Canada"
10,Qiajivik Mountain,1963.0,6440.0,,"Baffin Island, Nunavut, Canada"
11,Monte Tamaro,1962.0,6437.0,,"Ticino, Switzerland"
12,Montalto (Aspromonte),1955.0,6414.0,,"Calabria, Italy"
13,Ciucas Peak,1954.0,6411.0,,Romania
14,Chionistra,1952.0,6404.0,,Cyprus
15,Hallasan,1950.0,6400.0,,"Jejudo, South Korea – Highest mountain in South Korea"
16,Pico de las Nieves,1949.0,6394.0,,Gran Canaria. Spain
17,Jabal Bil Ays,1934.0,6345.0,,Oman
18,Mullayanagiri,1930.0,6330.0,,"Chikmagalur, Karnataka, India"
19,Helvetia Tinde,1929.0,6329.0,,"Roosevelt Range – Highest peak in Peary Land, Northern Greenland"
20,Botte Donato,1928.0,6325.0,,"Sila Mountains, Calabria, Italy"
21,Mount Feathertop,1922.0,6306.0,,"Victorian Alps, Australia"
22,Mount Washington,1917.0,6289.0,,"Presidential Range, White Mtns., Appalachian Mountains, US – Highest in American Northeast"
23,Mount Jiri,1915.0,6283.0,,South Korea
24,Troglav,1913.0,6276.0,,"Highest peak of mountain Dinara, Bosnia and Herzegovina"
25,Mont Ventoux,1909.0,6263.0,,France
26,Vesper Peak,1896.0,6220.0,,"Washington, US"
27,Baba Budangiri,1895.0,6217.0,,"Chikmagalur, Karnataka, India"
28,Mount Narodnaya,1895.0,6217.0,,"Subpolar Urals, Russia"
29,Kudremukh,1894.0,6214.0,,"Chikmagalur, Karnataka, India"
30,Orjen,1894.0,6214.0,,"Montenegro, Bosnia and Herzegovina"
31,Iskhodnaya,1887.0,6191.0,,Russia – Highest of the Chukotka Mountains
32,Mount George V,1883.0,6178.0,,"Vancouver Island, British Columbia, Canada"
33,Monte Resegone,1875.0,6152.0,,"Province of Lecco, Lombardy, Italy"
34,Rugged Mountain,1875.0,6152.0,,"Vancouver Island, British Columbia, Canada"
35,Agastya Mala,1868.0,6129.0,,"Tamil Nadu/Kerala, India"
36,Trident Volcano,1864.0,6115.0,,"Alaska, US"
37,Mount Martin,1863.0,6112.0,,"Alaska, US"
38,Knuckles,1862.0,6109.0,,Sri Lanka
39,Pico Ruivo,1861.0,6106.0,,"Madeira, Portugal"
40,Pico das Torres,1853.0,6079.0,,"Madeira, Portugal"
41,Mont Ross,1850.0,6070.0,,"Gallieni Massif, Kerguelen Islands"
42,Cucurbata Mare,1849.0,6066.0,,Romania
43,Crown Mountain,1846.0,6056.0,,"Vancouver Island, British Columbia, Canada"
44,Loser,1838.0,6030.0,,Austria
45,Punta La Marmora,1834.0,6017.0,,Sardinia
46,Cerro La Campana,1828.0,5997.0,,"Olmue, Chile"
47,Gora Nevskaya,1828.0,5997.0,,"Magadan Oblast, Russia – Highest of the Kolyma Mountains"
48,Cerro de la Silla,1820.0,5970.0,,Mexico
49,Pico do Arieiro,1818.0,5965.0,,"Madeira, Portugal"
50,Roque Nublo,1813.0,5948.0,,"Gran Canaria, Spain"
51,Biligiriranga Hills,1800.0,5900.0,,"Chamarajanagar, Karnataka, India"
52,Monte Maggiorasca,1799.0,5902.0,,liguria - Emilia-Romagna Italy
53,Rigi,1797.0,5896.0,,Swiss Alps
54,Goru,1784.0,5853.0,,Romania
55,Blokhin Peak,1779.0,5837.0,,"Chukotka, Russian Federation – Highest in Anyuy Range"
56,Velliangiri Mountains,1778.0,5833.0,,"Coimbatore, Tamil Nadu, India"
57,Penteleu,1772.0,5814.0,,Romania
58,Mount Veve,1768.0,5801.0,,"Kolombangara, Solomon Islands"
59,Mount Adams,1766.0,5794.0,,"New Hampshire, US"
60,Pik Sovetskoy Gvardii,1759.0,5771.0,,"Chukotka, Russian Federation"
61,Mount Api,1750.0,5740.0,,"Gunung Mulu National Park, Sarawak, Malaysia"
62,Lovćen,1749.0,5738.0,,Montenegro
63,Tadiandamol,1748.0,5735.0,,"Kodagu, Karnataka, India"
64,Mount Rogers,1746.0,5728.0,,"Virginia, US – Highest point in state"
65,Doi Phi Pan Nam,1745.0,5725.0,,"Luang Prabang Range, Thailand"
66,Mount Wilson,1742.0,5715.0,,"California, US"
67,Mount Jefferson,1741.0,5712.0,,"New Hampshire, US"
68,Monte Amiata,1738.0,5702.0,,Province of Grosseto Italy
69,Daisen,1729.0,5673.0,,Japan
70,Babia Góra,1724.0,5656.0,,"Żywiec Beskids, Poland/Slovakia"
71,The Horn (Mount Buffalo),1723.0,5653.0,,"Victoria, Australia"
72,Mount Batur,1717.0,5633.0,,"Bali, Indonesia"
73,Kumara Parvata,1712.0,5617.0,,"Dakshina Kannada, Karnataka, India"
74,Pushpagiri,1712.0,5617.0,,"Pushpagiri Wildlife Sanctuary, Karnataka, India"
75,Mount Lowe,1707.0,5600.0,,"San Gabriel Mountains, California, US"
76,Boulder Peak,1707.0,5600.0,,"Olympic Mountains, Washington, US"
77,Doi Luang,1694.0,5558.0,,Thailand – Highest in the Phi Pan Nam Range
78,Mitre Peak,1692.0,5551.0,,New Zealand
79,Taungthonton Volcano,1680.0,5510.0,,Myanmar
80,Arma Konda,1680.0,5510.0,,India – Highest in Andhra Pradesh
81,Deomali,1672.0,5486.0,,India – Highest in Odisha
82,Mount Caubvick,1652.0,5420.0,,"Torngat Mountains, Canada"
83,Kalsubai,1646.0,5400.0,,India – Highest in Maharashtra State
84,Peak 5390,1643.0,5390.0,,"Alaska, US"
85,Yamantau,1640.0,5380.0,,"Southern Urals, Russia"
86,Mount Monroe,1637.0,5371.0,,"New Hampshire, US"
87,Mount Madison,1636.0,5367.0,,"New Hampshire, US"
88,Mount Krebs,1630.0,5350.0,,Antarctica
89,Mount Marcy,1629.0,5344.0,,"New York, US"
90,Trebević,1627.0,5338.0,,Bosnia and Herzegovina
91,Mount Bartle Frere,1622.0,5322.0,,"Queensland, Australia"
92,Rocca Busambra,1613.0,5292.0,,Province of Palermo Sicily
93,Velky Rozsutec,1610.0,5280.0,,"Mala Fatra, Slovakia"
94,Brahmagiri,1608.0,5276.0,,"Kodagu, Karnataka, India"
95,Mount Katahdin,1606.0,5269.0,,"Maine, US"
96,Sněžka,1603.0,5259.0,,"Giant Mountains, Poland/Czech Republic – Highest in Czech Republic"
97,Sirumalai,1600.0,5200.0,,Tamil Nadu India
98,Mount Lafayette,1600.0,5200.0,,"New Hampshire, US"
99,Mount Washington (British Columbia),1590.0,5220.0,,"Vancouver Island, British Columbia, Canada"
100,Mount Benarat,1585.0,5200.0,,"Gunung Mulu National Park, Sarawak, Malaysia"
101,Wai'ale'ale,1569.0,5148.0,,"Kauai, Hawaii, US"
102,Salher,1567.0,5141.0,,"Maharashtra, India"
103,Cirque Mountain,1567.0,5141.0,,"Labrador, Canada"
104,Algonquin Peak,1559.0,5115.0,,"New York, US"
105,Mount Lincoln,1551.0,5089.0,,"New Hampshire, US"
106,Mount Lukens,1547.0,5075.0,,"California, US"
107,Superstition Mountain,1542.0,5059.0,,"Arizona, US"
108,Mount Tai,1532.0,5026.0,,"Shandong, China"
109,Jabel Yibir,1527.0,5010.0,,United Arab Emirates
110,Madikeri,1525.0,5003.0,,"Kodagu, Karnataka, India"
111,Mount Popa,1518.0,4980.0,,Myanmar
112,Askja,1516.0,4974.0,,Iceland
113,Monte Boglia,1516.0,4974.0,,"Ticino, Switzerland"
114,Song Shan,1512.0,4961.0,,"Henan, China"
115,Mount Haystack,1512.0,4961.0,,"New York, US"
116,Pico de Malpaso,1501.0,4925.0,,"El Hierro, Spain"
117,Mount Skylight,1501.0,4925.0,,"New York, US"
118,Javaleon,1494.0,4902.0,,Spain
119,Mount Nuang,1491.0,4892.0,,"Titiwangsa Mountains, Malaysia"
120,Hekla,1491.0,4892.0,,Iceland
121,Alto de Garanjonay,1487.0,4879.0,,"La Gomera, Spain"
122,Mount Pinatubo,1486.0,4875.0,,"Luzon, Philippines"
123,Whiteface Mountain,1483.462,4867.0,,"New York, US"
124,Spruce Knob,1482.0,4862.0,,"West Virginia, US"
125,Dix Mountain,1480.0,4860.0,,"New York, US"
126,Gray Peak (New York),1475.0,4839.0,,"New York, US"
127,Iroquois Peak,1475.0,4839.0,,"New York, US"
128,Lyaskovets Peak,1473.0,4833.0,,Antarctica
129,Mount Olympus,1471.0,4826.0,,"Tasmania, Australia"
130,Basin Mountain (New York),1471.0,4826.0,,"New York, US"
131,La Grande Soufrière,1467.0,4813.0,,"Guadeloupe, France"
132,Monte Penice,1460.0,4790.0,,"Lombardy – Emilia-Romagna, Italy"
133,Brasstown Bald,1458.0,4783.0,,"Georgia (U.S. state), United States"
134,Mount Seymour,1455.0,4774.0,,"British Columbia, Canada"
135,Himavad Gopalaswamy Betta,1450.0,4760.0,,"Chamarajanagar, Karnataka, India"
136,Snæfellsjökull,1446.0,4744.0,,Iceland
137,Gothics,1444.0,4738.0,,"New York, US"
138,Mount Colden,1436.8,4714.0,,"New York, US"
139,Mount Kalourat,1435.0,4708.0,,"Malaita, Solomon Islands"
140,Ngarutjaranya,1435.0,4708.0,,Australia – Highest in South Australia
141,Cypress Mountain,1432.0,4698.0,,"British Columbia, Canada"
142,Taramati,1431.0,4695.0,,"Maharashtra, India"
143,Harishchandragad,1427.0,4682.0,,"Maharashtra, India"
144,Tukgahgo Mountain,1425.0,4675.0,,"Alaska, US"
145,Giant Mountain,1410.3,4627.0,,"New York, US"
146,Nippletop,1408.2,4620.0,,"New York, US"
147,Pikui,1408.0,4619.0,,Ukraine – Highest point in Lvivshchyna
148,Santanoni Peak,1404.2,4607.0,,"New York, US"
149,Mount Redfield,1403.9,4606.0,,"New York, US"
150,Raireshwar,1398.0,4587.0,,"Maharashtra, India"
151,Wright Peak,1396.0,4580.0,,"New York, US"
152,Taburno Camposauro,1393.0,4570.0,,Campania Italy
153,Saddleback Mountain,1376.2,4515.0,,"New York, US"
154,Parasnath,1366.0,4482.0,,India – Highest in Jharkhand State
155,Panther Peak,1354.0,4442.0,,"New York, US"
156,Dhupgarh,1350.0,4430.0,,India – Highest in Madhya Pradesh
157,Table Top Mountain,1349.4,4427.0,,"New York, US"
158,Rocky Peak Ridge,1347.2,4420.0,,"New York, US"
159,Ben Nevis,1345.0,4413.0,,"Scotland, United Kingdom – Highest in the United Kingdom"
160,Kodachadri,1343.0,4406.0,,"Shimoga, Karnataka, India"
161,Macomb Mountain,1342.6,4405.0,,"New York, US"
162,Mount Jiuhua,1342.0,4403.0,,"Anhui, China"
163,Armstrong Mountain,1341.1,4400.0,,"New York, US"
164,Hough Peak,1341.1,4400.0,,"New York, US"
165,Mount Aniakchak,1341.0,4400.0,,"Alaska, US"
166,Mount Mansfield,1339.0,4393.0,,"Green Mountains, Vermont, US – Highest in Vermont"
167,Cerro de Punta,1338.0,4390.0,,"Jayuya, Puerto Rico – Highest in Puerto Rico"
168,Seward Mountain (New York),1329.2,4361.0,,"New York, US"
169,Mount Marshall,1329.0,4360.0,,"New York, US"
170,Allen Mountain (New York),1332.8,4373.0,,"New York, US"
171,Mount Bassie,1311.0,4301.0,,"Alaska, US"
172,Ben Macdui,1309.0,4295.0,,"Scotland, United Kingdom"
173,Mount Kanaga,1307.0,4288.0,,"Alaska, US"
174,Sinhagad,1303.0,4275.0,,"Maharashtra, India"
175,Mount Heng (Hunan),1300.0,4300.0,,"Hunan, China"
176,Braeriach,1296.0,4252.0,,"Scotland, United Kingdom"
177,Big Slide Mountain (New York),1292.4,4240.0,,"New York, US"
178,Esther Mountain,1292.4,4240.0,,"New York, US"
179,Rajabasa,1281.0,4203.0,,"Sumatra, Indonesia"
180,Mount Vesuvius,1281.0,4203.0,,Italy
181,Upper Wolfjaw,1275.6,4185.0,,New York
182,Mount Ophir,1276.0,4186.0,,"Titiwangsa Mountains, Johor, Malaysia"
183,Bailadila,1276.0,4186.0,,India – Highest in Chhattisgarh State
184,Lower Wolfjaw,1272.5,4175.0,,"New York, US"
185,Mount Wellington,1271.0,4170.0,,"Tasmania, Australia"
186,Mount Si,1270.0,4170.0,,"Washington, US"
187,Street Mountain,1269.8,4166.0,,"New York, US"
188,Phelps Mountain,1268.3,4161.0,,"New York, US"
189,Mount Qingcheng,1260.0,4130.0,,"Sichuan, China"
190,Detunata,1258.0,4127.0,,Romania
191,Mount Donna Buang,1250.0,4100.0,,"Victoria, Australia"
192,Kīlauea,1247.0,4091.0,,"Hawaii, US"
193,Camel's Hump,1244.0,4081.0,,"Vermont, US"
194,Cannon Mountain,1240.0,4070.0,,"New Hampshire, US"
195,The Priest,1238.0,4062.0,,"Blue Ridge Mountains, Virginia, US"
196,Aonach Beag,1234.0,4049.0,,"Scotland, United Kingdom"
197,Grouse Mountain,1231.0,4039.0,,"British Columbia, Canada"
198,Kaʻala,1220.0,4000.0,,"Oahu, Hawaii, US"
199,Mount Jerai,1217.0,3993.0,,"Titiwangsa Mountains, Kedah, Malaysia"
200,Mount Gozaisho,1212.0,3976.0,,"Suzuka Mountains, Mie Prefecture, Japan"
201,Mount Meron,1208.0,3963.0,,"Galilee, Israel – Highest in Israel (inside the '67 borders)"
202,Mount Fromme,1185.0,3888.0,,"British Columbia, Canada"
203,Doi Ian,1174.0,3852.0,,"Phi Pan Nam Range, Thailand"
204,Mount Diablo,1173.0,3848.0,,"California, US"
205,Mount Hombori,1155.0,3789.0,,Mali – Highest in Mali
206,Lochnagar,1155.0,3789.0,,Scotland
207,Bidean nam Bian,1150.0,3770.0,,Scotland
208,Monte Musinè,1150.0,3770.0,,"Piedmont, Italy"
209,Brocken,1141.0,3743.0,,"Saxony-Anhalt, Germany – Highest mountain in the Harz; highest in Saxony-Anhalt"
210,Victoria Peak,1120.0,3670.0,,Belize – 2nd highest mountain in Belize
211,Gora Sovetskaya,1096.0,3596.0,,"Wrangel Island, Chukotka, Russian Federation – Highest in Wrangel Island"
212,Kayser Mountain,1094.0,3589.0,,Greenland
213,Mount Juneau,1090.0,3580.0,,"Alaska, US"
214,Roxy Ann Peak,1090.0,3580.0,,"Oregon, US"
215,Snowdon (Yr Wyddfa),1085.0,3560.0,,"Gwynedd, Wales, United Kingdom – Highest in Wales"
216,Table Mountain,1085.0,3560.0,,South Africa
217,Flattop Mountain,1070.0,3510.0,,"Alaska, US"
218,Uummannaq,1070.0,3510.0,,Greenland
219,White Butte,1069.0,3507.0,,"North Dakota, US – Highest in state"
220,Hogback Mountain,1059.0,3474.0,,"Virginia, US"
221,Liathach,1055.0,3461.0,,"Torridon, Scotland"
222,Saka Haphong,1052.0,3451.0,,"Bandarban, Bangladesh"
223,Corrán Tuathail,1038.0,3406.0,,"County Kerry, Ireland – Highest mountain in Ireland"
224,Mount Ramon,1037.0,3402.0,,"Negev, Israel"
225,Girnar,1031.0,3383.0,,"Gujarat, India"
226,Mount Zagora,1030.0,3380.0,,Morocco
227,Mount Nabi Yunis,1030.0,3380.0,,"Hebron, Palestine"
228,Buachaille Etive Mor,1022.0,3353.0,,"Glen Etive, Scotland"
229,Munboksan,1015.0,3330.0,,South Korea
230,Kékes,1014.0,3327.0,,Hungary – Highest mountain in Hungary
231,Mount Belumut,1010.0,3310.0,,"Johor, Malaysia"
232,Old Rag Mountain,1001.0,3284.0,,"Virginia, US"
233,Devil's Peak,1000.0,3300.0,,"Cape Town, South Africa"
0,Sgurr Dearg,986.0,3235.0,Cuillin,Scotland
1,Mount Sizer,980.0,3220.0,Diablo Range,US (California)
2,Mount Valin,980.0,3220.0,Saguenay Lac St-Jean,Canada (Québec)
3,Hyangnosan,979.0,3212.0,,"Gyeongnam Province, South Korea"
4,Scafell Pike,978.0,3209.0,Southern Fells,England (Cumbria) – Highest in England
5,Mount Edgecumbe,976.0,3202.0,,US (Alaska)
6,Grand Bonhomme,973.0,3192.0,,Saint Vincent and the Grenadines
7,North Mountain (Catskills),969.0,3179.0,Catskill Escarpment,US (New York)
8,Doli Gutta,965.0,3166.0,Deccan Plateau,India – Highest in Telangana State
9,Mount Monadnock,965.0,3166.0,,US (New Hampshire) – One of the most frequently climbed in the world
10,Mount Pirongia,959.0,3146.0,Hakarimata Range,New Zealand
11,Tai Mo Shan,957.0,3140.0,,Hong Kong – Highest in Hong Kong
12,Chimneytop,950.1,3117.0,Bays Mountain Range,"Tennessee, US"
13,Helvellyn,950.0,3120.0,Eastern Fells,England (Cumbria)
14,Mount Gimie,950.0,3120.0,,Saint Lucia – Highest point
15,El Cerro del Aripo,940.0,3080.0,Northern Range,Trinidad and Tobago – Highest point
16,El Tucuche,936.0,3071.0,Northern Range,Trinidad and Tobago
17,Lantau Peak,934.0,3064.0,,Hong Kong
18,Mount Taungnyo,931.0,3054.0,,Myanmar
19,Betlingchhip,930.0,3050.0,Jampui Hills,India – Highest in Tripura
20,Kaimondake volcano,924.0,3031.0,,"Kagoshima, Japan"
21,San Salvatore,912.0,2992.0,,"Ticino, Switzerland"
22,Pantokrator,906.0,2972.0,,Greece (Corfu)
23,Edinburgh Peak,904.0,2966.0,,"Tristan Da Cunha, Atlantic Ocean"
24,Cadair Idris,893.0,2930.0,,Wales
25,Pen y Fan,886.0,2907.0,,Wales
26,Baekunsan,885.0,2904.0,,"Ulsan, South Korea"
27,Mount Gerizim,881.0,2890.0,,West Bank
28,Sunset Peak,869.0,2851.0,,Hong Kong
